AccountID,CountryID,OrgID,PortfolioID,ReleaseID,Demand,UnitDemand,DemandAVG,DeltaMonth
62,18,1,1,352,2,2,2,0
62,8,1,1,185,2,2,2,0
62,18,1,1,185,4,7.3,5.65,0
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,-1
62,18,1,1,185,5.3,7.3,6.3,0
62,18,1,1,185,5.3,7.3,6.3,0
62,21,1,1,185,2,4,3,0
62,21,1,1,185,2,3,2.5,0
62,21,1,1,185,2,2,2,0
62,21,1,1,185,2,3,2.5,0
62,18,10,1,185,9,9,9,-1
62,18,10,1,185,3.5,5.5,4.5,0
62,18,10,1,185,3.5,5.5,4.5,-1
62,18,10,1,185,3.5,5.5,4.5,0
62,18,10,1,185,3.5,5.5,4.5,0
62,18,10,1,185,3.5,5.5,4.5,0
62,18,10,1,185,3.5,5.5,4.5,0
62,18,10,1,185,3.67,5.67,4.67,-1
62,18,10,1,185,3.67,5.67,4.67,-1
62,18,10,1,185,3.67,5.67,4.67,0
62,21,10,1,185,2,3,2.5,0
62,21,10,1,185,2,2,2,0
62,21,18,1,352,2,4,3,0
62,18,18,1,185,13,13,13,-1
62,18,18,1,185,8,10,9,0
62,18,18,1,185,8,10,9,0
62,18,18,1,185,8,10,9,0
62,18,18,1,185,8,10,9,0
62,18,18,1,185,8,10,9,1
62,18,18,1,185,8,10,9,0
62,18,18,1,185,8.3,10.3,9.3,-1
62,18,18,1,185,8.3,10.3,9.3,-1
62,18,18,1,185,8.3,10.3,9.3,-1
62,18,21,1,185,1,1,1,0
77,18,1,1,84,2,2,2,0
77,18,1,1,81,1,1,1,0
77,18,1,1,84,2,3,2.5,0
77,18,1,1,81,1,1,1,0
77,18,18,1,84,2,3,2.5,0
77,18,18,1,84,2,4,3,0
24,18,1,1,258,1.99,3.38,2.685,1
24,21,1,1,258,0.01,0.02,0.015,1
24,18,10,1,258,3.39,1.95,2.67,0
24,21,10,1,258,0.11,0.05,0.08,1
24,9,14,1,258,0.06,3,1.53,0
24,18,14,1,258,1.42,3,2.21,0
24,21,14,1,258,0.02,4,2.01,0
24,9,18,1,258,2.91,1.21,2.06,-1
24,18,18,1,258,10.02,4.76,7.39,0
24,21,18,1,258,0.07,0.03,0.05,1
24,18,21,1,258,0.27,2,1.135,0
24,21,21,1,258,0.23,4,2.115,0
25,18,12,1,231,0.3,1.7,1,1
25,18,12,1,231,0.3,1.7,1,0
25,21,12,1,231,1.7,0.3,1,0
25,21,12,1,231,1.7,0.3,1,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,44,2,2,88,4,6,5,0
6,18,2,2,88,18.3,20.3,19.3,-1
6,18,2,2,88,18.3,20.3,19.3,0
6,18,2,2,88,8.65,10.65,9.65,0
6,18,2,2,88,8.65,10.65,9.65,0
6,18,2,2,88,8.65,10.65,9.65,1
6,18,2,2,88,8.65,10.65,9.65,1
6,18,2,2,88,8.65,10.65,9.65,-1
6,18,2,2,88,8.65,10.65,9.65,0
6,18,2,2,88,8.65,10.65,9.65,0
6,18,2,2,88,8.65,10.65,9.65,0
6,21,10,2,221,2,1,1.5,0
6,18,15,2,221,0.71,0.71,0.71,1
6,18,15,2,220,0.34,1.66,1,0
6,21,15,2,221,0.31,0.31,0.31,1
6,21,15,2,220,0.34,2.34,1.34,0
6,43,15,2,141,2,2,2,0
6,43,15,2,141,2,3,2.5,0
6,18,16,2,146,1.64,1.64,1.64,1
6,18,16,2,146,0.82,0.82,0.82,1
6,18,16,2,146,1.28,0.72,1,0
6,18,16,2,146,2,2,2,0
6,26,16,2,146,2.96,2.96,2.96,1
6,26,16,2,146,1.48,1.48,1.48,1
6,26,16,2,146,0.7,1.3,1,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
6,18,21,2,88,1.65,3.65,2.65,0
11,18,16,2,232,2,2,2,0
11,18,16,2,33,2,4,3,0
11,18,16,2,232,2,3,2.5,0
11,18,16,2,33,2,1,1.5,0
11,18,16,2,33,2,4,3,0
11,18,16,2,33,2,1,1.5,0
11,18,21,2,232,0.61,2,1.305,0
11,21,21,2,232,0.39,2,1.195,0
17,5,4,4,65,2,4,3,0
17,5,4,4,65,2,4,3,0
17,5,4,4,63,27.43,29.43,28.43,1
17,5,4,4,63,28.43,30.43,29.43,-1
17,5,4,4,63,28.43,30.43,29.43,-1
17,5,4,4,63,28.43,30.43,29.43,-1
17,5,4,4,63,28.43,30.43,29.43,0
17,5,4,4,63,28.43,30.43,29.43,1
17,5,4,4,63,28.43,30.43,29.43,1
17,5,4,4,63,28.43,30.43,29.43,0
17,5,4,4,63,28.43,30.43,29.43,1
17,21,4,4,63,1.93,0.07,1,0
17,21,4,4,63,1.93,0.07,1,1
17,21,4,4,63,1.93,0.07,1,1
17,21,4,4,63,1.93,0.07,1,1
17,21,4,4,63,1.93,0.07,1,1
17,21,4,4,63,1.93,0.07,1,0
17,21,4,4,63,1.93,0.07,1,1
17,21,4,4,63,1.93,0.07,1,1
17,21,4,4,63,1.93,0.07,1,1
17,5,10,4,65,2,1,1.5,0
17,5,15,4,65,1,1,1,0
17,5,18,4,65,2,2,2,0
36,5,4,4,322,0.4,13.05,6.725,0
36,5,4,4,207,5.67,2,3.835,1
36,5,4,4,202,9.04,11.04,10.04,1
36,5,4,4,322,1.98,2,1.99,0
36,5,4,4,207,3.9,3,3.45,1
36,5,4,4,202,10.57,12.57,11.57,-1
36,5,4,4,322,1.98,2,1.99,0
36,5,4,4,207,3.4,1,2.2,0
36,5,4,4,202,10.57,12.57,11.57,-1
36,5,4,4,322,1.98,2,1.99,0
36,5,4,4,202,12.09,14.09,13.09,1
36,5,4,4,322,1.98,2,1.99,0
36,5,4,4,202,12.09,14.09,13.09,-1
36,5,4,4,322,1.98,2,1.99,0
36,5,4,4,202,12.09,14.09,13.09,1
36,5,4,4,322,1.98,2,1.99,0
36,5,4,4,202,12.09,14.09,13.09,-1
36,5,4,4,322,4.35,3,3.675,1
36,5,4,4,202,12.09,14.09,13.09,1
36,5,4,4,322,4.35,2,3.175,1
36,5,4,4,202,12.09,14.09,13.09,1
36,5,4,4,322,4.35,4,4.175,0
36,18,4,4,207,2,3,2.5,0
36,18,4,4,202,1.46,3.46,2.46,0
36,18,4,4,207,2,4,3,0
36,18,4,4,202,1.93,3.93,2.93,1
36,18,4,4,207,2,1,1.5,0
36,18,4,4,202,1.93,3.93,2.93,0
36,18,4,4,202,2.41,4.41,3.41,0
36,18,4,4,202,2.41,4.41,3.41,0
36,18,4,4,202,2.41,4.41,3.41,0
36,18,4,4,202,2.41,4.41,3.41,0
36,18,4,4,202,2.41,4.41,3.41,0
36,18,4,4,202,2.41,4.41,3.41,-1
36,21,4,4,322,0.1,3.45,1.775,0
36,21,4,4,207,2.33,1,1.665,0
36,21,4,4,322,0.52,1,0.76,0
36,21,4,4,207,1.6,2,1.8,0
36,21,4,4,322,0.52,3,1.76,0
36,21,4,4,207,1.4,1,1.2,0
36,21,4,4,322,0.52,4,2.26,0
36,21,4,4,322,0.52,4,2.26,0
36,21,4,4,322,0.52,2,1.26,0
36,21,4,4,322,0.52,2,1.26,0
36,21,4,4,322,1.15,1,1.075,0
36,21,4,4,322,1.15,1,1.075,0
36,21,4,4,322,1.15,3,2.075,0
36,5,4,4,302,2,2,2,0
36,5,4,4,302,2,2,2,0
36,5,10,4,322,2.37,2.37,2.37,-1
36,5,10,4,207,0.71,0.71,0.71,1
36,5,10,4,322,0.79,0.79,0.79,1
36,5,10,4,207,0.71,0.71,0.71,1
36,5,10,4,207,0.71,0.71,0.71,1
36,18,10,4,207,2,3,2.5,0
36,18,10,4,207,2,2,2,0
36,18,10,4,207,2,2,2,0
36,21,10,4,322,0.63,0.63,0.63,1
36,21,10,4,207,0.29,0.29,0.29,1
36,21,10,4,322,0.21,0.21,0.21,1
36,21,10,4,207,0.29,0.29,0.29,1
36,21,10,4,207,0.29,0.29,0.29,1
36,5,12,4,322,3.01,3.01,3.01,-1
36,5,12,4,207,1.42,0.71,1.065,0
36,5,12,4,207,1.42,2.84,2.13,0
36,5,12,4,207,1.42,1.42,1.42,1
36,18,12,4,207,2,2,2,0
36,18,12,4,202,2,3,2.5,0
36,18,12,4,207,2,1,1.5,0
36,18,12,4,207,2,3,2.5,0
36,21,12,4,322,0.79,0.79,0.79,1
36,21,12,4,207,0.58,0.29,0.435,1
36,21,12,4,207,0.58,1.16,0.87,0
36,21,12,4,207,0.58,0.58,0.58,1
36,5,15,4,322,1.58,1.58,1.58,1
36,5,15,4,207,2.13,1.42,1.775,0
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,207,1.42,2.84,2.13,0
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,207,1.42,1.42,1.42,1
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,322,0.79,0.79,0.79,1
36,5,15,4,322,0.79,0.79,0.79,1
36,18,15,4,207,2,3,2.5,0
36,18,15,4,207,2,1,1.5,0
36,18,15,4,207,2,4,3,0
36,21,15,4,322,0.42,0.42,0.42,1
36,21,15,4,32,2,3,2.5,0
36,21,15,4,207,0.87,0.58,0.725,1
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,32,2,2,2,0
36,21,15,4,207,0.58,1.16,0.87,0
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,32,2,2,2,0
36,21,15,4,207,0.58,0.58,0.58,1
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,32,2,1,1.5,0
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,322,0.21,0.21,0.21,1
36,21,15,4,322,0.21,0.21,0.21,1
36,5,16,4,207,0.71,0.71,0.71,1
36,5,16,4,207,0.71,0.71,0.71,1
36,18,16,4,207,2,1,1.5,0
36,18,16,4,207,2,4,3,0
36,21,16,4,207,0.29,0.29,0.29,1
36,21,16,4,207,0.29,0.29,0.29,1
36,5,18,4,202,2,4,3,0
36,5,18,4,322,5.93,5.93,5.93,-1
36,5,18,4,207,0.92,0.71,0.815,1
36,5,18,4,202,2,3,2.5,0
36,5,18,4,322,0.79,0.79,0.79,1
36,5,18,4,207,1.77,0.71,1.24,0
36,18,18,4,207,2,4,3,0
36,18,18,4,207,2,1,1.5,0
36,21,18,4,322,1.57,1.57,1.57,1
36,21,18,4,207,0.38,0.29,0.335,1
36,21,18,4,322,0.21,0.21,0.21,1
36,21,18,4,207,0.73,0.29,0.51,1
36,5,21,4,322,1.27,1,1.135,0
36,5,21,4,322,2.45,4,3.225,0
36,5,21,4,322,2.45,3,2.725,-1
36,5,21,4,322,2.45,4,3.225,0
36,5,21,4,322,2.45,3,2.725,-1
36,5,21,4,322,2.45,1,1.725,0
36,5,21,4,322,2.45,3,2.725,0
36,5,21,4,322,2.45,3,2.725,0
36,5,21,4,322,2.45,3,2.725,0
36,5,21,4,322,2.45,3,2.725,-1
36,21,21,4,322,0.33,2,1.165,0
36,21,21,4,322,0.65,3,1.825,0
36,21,21,4,322,0.65,2,1.325,0
36,21,21,4,322,0.65,2,1.325,0
36,21,21,4,322,0.65,1,0.825,0
36,21,21,4,322,0.65,2,1.325,0
36,21,21,4,322,0.65,1,0.825,0
36,21,21,4,322,0.65,3,1.825,0
36,21,21,4,322,0.65,2,1.325,0
36,21,21,4,322,0.65,4,2.325,0
50,5,10,4,13,0.17,4,2.085,0
50,5,10,4,13,0.17,4,2.085,0
50,5,10,4,13,0.17,1,0.585,0
50,5,10,4,13,0.17,2,1.085,0
50,18,10,4,13,1.17,1,1.085,0
50,18,10,4,13,1.17,1,1.085,0
50,18,10,4,13,1.17,2,1.585,0
50,18,10,4,13,1.17,1,1.085,0
50,21,10,4,13,0.67,3,1.835,0
50,21,10,4,13,0.67,4,2.335,0
50,21,10,4,13,0.67,3,1.835,0
50,21,10,4,13,0.67,3,1.835,0
50,21,18,4,13,2,1,1.5,0
53,18,6,6,373,3.38,4,3.69,0
53,18,6,6,330,7,13,10,-1
53,18,6,6,373,1.93,2.58,2.255,1
53,18,6,6,373,1.03,2.58,1.805,-1
53,18,6,6,373,0.52,2.58,1.55,0
53,18,6,6,373,0.52,2.58,1.55,1
53,18,6,6,373,0.52,2.58,1.55,1
53,18,6,6,373,0.52,2.58,1.55,0
53,18,6,6,373,0.58,2.58,1.58,1
53,18,6,6,373,0.58,2.58,1.58,1
53,18,6,6,373,0.58,2.58,1.58,1
53,21,6,6,373,9.62,2,5.81,0
53,21,6,6,373,5.57,7.42,6.495,0
53,21,6,6,373,2.97,7.42,5.195,1
53,21,6,6,373,1.48,7.42,4.45,1
53,21,6,6,373,1.48,7.42,4.45,0
53,21,6,6,373,1.48,7.42,4.45,0
53,21,6,6,373,1.48,7.42,4.45,0
53,21,6,6,373,5.42,7.42,6.42,0
53,21,6,6,373,5.42,7.42,6.42,0
53,21,6,6,373,5.42,7.42,6.42,-1
53,35,6,6,373,2,1,1.5,0
53,35,6,6,330,2,3,2.5,0
53,35,6,6,373,2,4,3,0
53,35,6,6,330,2,3,2.5,0
53,35,6,6,373,2,2,2,0
53,18,10,6,103,1.97,2,1.985,0
53,18,10,6,161,0.57,4,2.285,0
53,18,10,6,103,2,1,1.5,0
53,18,10,6,161,0.28,1,0.64,0
53,18,10,6,103,2,3,2.5,0
53,18,10,6,103,2,4,3,0
53,21,10,6,103,3.03,1,2.015,0
53,21,10,6,161,1.43,2,1.715,0
53,21,10,6,103,2,2,2,0
53,21,10,6,161,0.72,4,2.36,0
53,21,10,6,103,2,1,1.5,0
53,18,12,6,161,0.28,2,1.14,0
53,18,12,6,161,0.14,2,1.07,0
53,21,12,6,161,0.72,1,0.86,0
53,21,12,6,161,0.36,2,1.18,0
53,18,14,6,161,0.85,4,2.425,0
53,21,14,6,161,2.15,1,1.575,0
53,18,15,6,161,0.44,3,1.72,0
53,18,15,6,161,0.3,2,1.15,0
53,21,15,6,161,1.06,1,1.03,0
53,21,15,6,161,0.7,4,2.35,0
53,18,16,6,373,2,1,1.5,0
53,18,16,6,373,2,1,1.5,0
53,18,16,6,373,2,1,1.5,0
53,11,18,6,175,1,2,1.5,0
41,18,15,6,1,2,4,3,0
41,18,15,6,1,2,2,2,0
41,18,15,6,1,2,2,2,0
41,18,15,6,1,2,2,2,0
41,21,15,6,1,2,2,2,0
41,21,15,6,1,2,4,3,0
41,21,15,6,1,2,4,3,0
41,21,15,6,1,2,4,3,0
35,21,6,6,298,1.2,3,2.1,-1
35,21,6,6,298,1.2,4,2.6,0
35,21,6,6,298,0.75,1,0.875,0
35,6,15,6,298,4,4,4,0
35,6,15,6,298,4,4,4,0
35,6,15,6,298,2,2,2,0
35,6,15,6,298,2,2,2,0
35,6,15,6,298,2,4,3,0
35,11,15,6,298,2,4,3,0
35,11,15,6,298,2,1,1.5,0
35,11,15,6,298,2,2,2,0
35,11,15,6,298,2,4,3,0
35,11,15,6,298,2,4,3,0
35,11,15,6,298,2,3,2.5,0
35,21,15,6,298,2,4,3,0
35,21,15,6,298,2,2,2,0
35,21,15,6,298,2,4,3,0
35,21,15,6,298,2,1,1.5,0
35,21,15,6,298,2,4,3,0
35,21,15,6,298,2,1,1.5,0
35,21,15,6,298,2,3,2.5,0
35,6,21,6,298,0.15,4,2.075,0
23,18,6,6,117,2,22.2,12.1,0
23,18,6,6,113,2,2,2,0
23,18,6,6,117,2,3,2.5,0
23,18,6,6,113,2,2,2,0
23,18,6,6,117,2,4,3,0
23,18,6,6,115,2,4,3,0
23,18,6,6,117,2,2,2,0
23,18,6,6,115,2,2,2,0
23,18,6,6,117,2,3,2.5,0
23,18,6,6,115,2,1,1.5,0
23,18,6,6,117,2,2,2,0
23,18,6,6,115,2,1,1.5,0
23,18,6,6,117,2,1,1.5,0
23,18,6,6,115,2,1,1.5,0
23,21,6,6,115,2,4,3,0
23,21,6,6,115,2,4,3,0
23,21,6,6,115,2,4,3,0
23,21,6,6,115,2,3,2.5,0
23,21,6,6,115,2,2,2,0
23,21,6,6,115,2,3,2.5,0
23,18,6,6,12,2,2,2,0
23,18,6,6,114,2,3,2.5,0
23,18,6,6,12,16,18,17,0
23,18,6,6,114,2,3,2.5,0
23,18,6,6,12,16.9,18.9,17.9,-1
23,18,6,6,114,2,4,3,0
23,18,6,6,12,16.9,18.9,17.9,1
23,18,6,6,12,16.9,18.9,17.9,1
23,18,6,6,12,16.9,18.9,17.9,1
23,18,6,6,12,16.9,18.9,17.9,0
23,18,6,6,12,16.9,18.9,17.9,-1
23,18,6,6,12,16.9,18.9,17.9,0
23,18,6,6,12,16.9,18.9,17.9,1
23,21,6,6,12,2,4,3,0
23,21,6,6,12,1,2,1.5,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,21,6,6,12,0.1,2.1,1.1,0
23,18,10,6,115,2,4,3,0
23,18,10,6,115,2,1,1.5,0
23,18,10,6,114,2,3,2.5,0
23,18,10,6,114,2,1,1.5,0
23,18,10,6,114,2,3,2.5,0
23,21,10,6,114,2,2,2,0
23,21,10,6,114,2,3,2.5,0
23,21,10,6,114,2,2,2,0
23,7,14,6,115,2,2,2,0
23,18,14,6,113,2,3,2.5,0
23,18,14,6,115,2,4,3,0
23,18,14,6,113,2,4,3,0
23,18,14,6,115,2,4,3,0
23,18,14,6,115,2,1,1.5,0
23,18,14,6,115,2,2,2,0
23,32,14,6,115,2,1,1.5,0
23,7,14,6,114,2,1,1.5,0
23,7,14,6,114,2,3,2.5,0
23,7,14,6,114,2,4,3,0
23,18,14,6,114,2,3,2.5,0
23,18,14,6,114,2,3,2.5,0
23,18,14,6,114,2,2,2,0
23,18,14,6,114,2,3,2.5,0
23,18,14,6,114,2,4,3,0
23,32,14,6,114,2,2,2,0
23,18,18,6,113,2,3,2.5,0
23,18,18,6,115,2,1,1.5,0
23,18,18,6,113,2,2,2,0
23,18,18,6,115,2,4,3,0
23,18,18,6,12,2,1,1.5,0
23,18,18,6,114,2,1,1.5,0
23,18,18,6,12,2,2,2,0
23,18,18,6,114,2,1,1.5,0
23,18,18,6,12,2,2,2,0
23,18,18,6,114,2,3,2.5,0
23,18,18,6,12,2,1,1.5,0
23,18,18,6,114,2,4,3,0
23,18,18,6,12,2,2,2,0
23,18,18,6,114,2,2,2,0
23,18,18,6,12,2,1,1.5,0
23,18,18,6,12,2,2,2,0
23,21,18,6,12,2,4,3,0
13,7,7,7,74,2,3,2.5,0
13,21,18,7,209,2,3,2.5,0
13,21,21,7,74,2,3,2.5,0
67,21,16,9,27,2,3,2.5,0
67,21,16,9,27,2,3,2.5,0
67,21,16,9,27,2,1,1.5,0
67,42,16,9,27,2,4,3,0
